Scratch_Weights,Transfer_Weights
0.031857543,-0.33026195
-0.10189017,-0.5056203
-0.007720227,-0.7196307
-0.016932338,-0.055568818
0.091613434,0.036739063
0.15045825,-0.018648906
0.16851586,-0.048945207
-0.0004918042,-0.09257515
0.17332983,0.0371497
-0.024793841,0.090878725
-0.019868849,0.08718496
0.16008407,-0.013024411
-0.09286196,-0.5705864
-0.13394164,-0.5154352
-0.10503859,-0.36060628
-0.17310308,-0.13742274
0.07258282,-0.1140128
-0.11059859,0.16291067
-0.016921602,0.35977298
-0.009067073,0.5390577
0.08529615,0.5974305
-0.04026818,0.075937346
-0.04188824,0.043693915
0.056174126,0.19092612
0.07744419,-0.24965905
-0.054300442,-0.11943459
0.09004449,0.1856434
-0.059627812,-0.23631471
-0.11427552,-0.14406657
-0.008341378,0.18164155
-0.11238576,0.12791643
-0.045797415,0.09294864
0.03919269,0.27406788
-0.110677466,-0.30291042
-0.14444028,-0.15825276
0.011668931,0.21728984
0.1853933,-0.32550228
0.18959296,-0.2482019
-0.067603014,0.14011198
0.07796414,-0.008814331
0.10419798,-0.046407577
-0.18038367,0.090619825
0.035641983,-0.20477824
-0.18367614,-0.16192454
-0.05692703,0.03682886
-0.026631713,-0.19098456
0.14424475,-0.16936576
-0.16775215,0.02184061
-0.14697629,0.036662906
0.061633226,-0.011606001
-0.17211786,-0.34962994
0.14958689,0.17417236
-0.11242006,0.2583797
-0.042177513,-0.33115163
0.027307486,0.092388496
-0.068050265,0.12463138
0.19128476,0.021338979
0.025952037,0.20686121
-0.01877622,0.10769667
0.10035923,-0.4865587
0.062432703,0.37481153
0.054758154,0.41310003
-0.1840202,-0.5149921
-0.17711726,0.09131173
0.18562393,0.038485855
0.0025874034,-0.22783184
-0.13358447,0.19206168
-0.15939693,0.20239204
0.12592477,-0.0892532
0.18904075,0.13433313
-0.124800876,0.22642432
-0.185872,-0.30711657
0.15129407,-0.051772732
0.069245584,-0.12876439
0.03357396,-0.18960111
0.07735649,-0.014900835
-0.16434507,-0.16517682
-0.001962835,-0.10787852
0.028574588,0.1793923
-0.0066658203,0.12975909
-0.1764638,-0.17805226
-0.09756487,0.06429561
-0.17694846,-0.0045020725
-0.11401417,-0.011491018
0.06261073,-0.15301885
-0.09863816,-0.20918576
0.18070029,0.056806713
0.040054433,0.103061736
0.036791805,0.14145637
-0.11638172,-0.03395586
0.103068896,-0.024348527
0.15692422,-0.035803784
-0.0644871,0.1002388
-0.013818145,-0.18483232
-0.02206358,-0.1068332
-0.11865881,0.17040437
-0.15341888,-0.18093468
0.074838504,-0.03432016
0.14072703,0.052097388
-0.185821,-0.15735553
0.12989867,-0.08464348
-0.022781337,0.17528982
-0.106300026,-0.3611915
-0.008741965,-0.33607516
0.07439779,-0.064983495
-0.15374647,-0.06576985
0.12532195,-0.24281731
0.022077734,0.052757125
-0.021326091,0.27126575
0.0647153,0.49414244
0.0394579,0.31427366
0.013783824,-0.19801615
-0.16146663,-0.2757613
0.045253925,-0.08139574
0.15187888,0.01351485
-0.057212792,-0.3009012
0.050983004,-0.11228029
0.06864517,0.32494923
0.023133105,0.41937146
-0.17038591,0.12739716
-0.09382168,0.010645575
0.18263793,-0.07324666
-0.0778222,0.0035069617
0.017563583,0.082247235
-0.06702045,-0.16281398
-0.17108886,-0.08188272
0.082515344,0.12306456
0.072908685,0.17777506
-0.121750385,-0.05662672
-0.016476484,0.29864454
-0.11591254,0.051054616
-0.036862694,-0.2190421
-0.014851147,0.56043136
-0.1774414,0.035906646
-0.08748813,-0.57207143
0.09617554,0.26757753
-0.10386255,-0.010391043
0.014642996,-0.41849798
0.096889995,0.47955766
-0.19220804,0.0064678593
0.13648552,-0.44238806
0.028670622,0.8543836
-0.088720866,0.057733126
0.14361896,-0.8581053
0.16368972,0.4894668
-0.04348279,0.02041663
-0.022830525,-0.63029635
-0.18314706,0.14143585
-0.02119335,-0.054974016
0.091186196,-0.2839296
0.08994109,0.47104782
-0.15013067,0.04445844
0.11447103,-0.5120919
-0.14553155,0.32655478
-0.16455421,0.115431584
-0.003698752,-0.24385594
-0.03323077,-0.11006114
0.18508883,-0.25800037
0.16889843,-0.3140786
-0.105930865,0.2750009
-0.18192291,-0.12396166
-0.17864543,0.052162066
0.06654145,0.23296648
0.038342558,0.0280801
0.18743333,0.16737294
-0.14143045,0.3038213
-0.062199455,0.07332365
0.08798668,0.026669735
-0.07080691,0.39268062
0.13282223,-0.26790634
-0.07548817,0.03807079
-0.005368803,-0.018899035
-0.09899071,-0.4144932
0.15276332,-0.10909428
0.09339288,0.36586133
0.1717658,0.5062208
0.08828953,0.4393921
0.08884417,0.03326213
-0.019706763,-0.13686506
-0.0021861966,0.1635924
0.073376395,-0.54202265
0.15640348,-0.5782987
-0.17173974,-0.24233173
0.18227845,0.15636478
-0.18835764,0.4396947
0.10447002,0.16037361
-0.13933858,-0.018352257
-0.15837088,-0.044281255
0.18296963,-0.00912443
-0.16864169,-0.1648382
0.091992944,-0.40086362
0.15926339,-0.11854462
-0.13611808,0.23043127
-0.112701714,0.53001076
0.16165918,0.23413959
-0.06412386,-0.03138542
0.11334588,0.047478266
-0.0827218,-0.007889766
-0.13599674,-0.29929537
-0.106398076,-0.49409047
-0.1124009,-0.20704171
-0.033582952,0.05920005
-0.15304613,0.2930306
0.08499396,0.060446087
-0.098294586,-0.009477356
0.032934155,-0.023333032
0.030203918,-0.012746583
-0.0145010315,-0.07027837
-0.0011817112,-0.28124177
0.11516858,-0.0388256
0.12926531,-0.06661928
-0.053681172,-0.17231862
0.18666519,-0.086977944
0.12917301,-0.07385748
0.10665606,-0.15227255
0.1653484,-0.17876056
0.021719452,-0.02747379
-0.058549087,-0.1476718
-0.07721381,-0.08548336
0.004633609,0.104444675
0.08786855,0.13827726
-0.049245644,0.08011286
-0.110004075,0.24057941
0.10456725,0.31324214
0.18225148,0.12043769
-0.032331727,0.14633359
-0.028509203,0.18135431
0.023702085,0.12645143
-0.009974974,-0.030677006
-0.18230867,0.004120026
0.0004995356,0.10165833
-0.012994327,-0.12232471
-0.038389772,-0.08541512
-0.09510893,0.0005815053
-0.07664382,-0.1437943
0.050418064,-0.13782057
-0.103765756,-0.039686922
-0.15688068,0.07646507
0.020298136,-0.24019715
0.16887343,0.3610598
-0.13301657,-0.13982718
0.18334442,-0.3131523
0.11915869,0.56120116
-0.12280858,-0.09549494
-0.13944411,-0.08709879
0.11036906,-0.025955029
-0.17601573,0.12568593
-0.023817895,-0.61505955
0.12844121,0.08998763
0.119898565,0.11406492
0.007986192,-0.5110127
0.09822337,0.47689494
-0.15018453,0.28365764
0.10022064,-0.009971572
-0.078625165,-0.05046778
0.15357313,0.25962865
-0.002315405,-0.14725497
-0.06271808,0.056897923
0.12901145,0.10233425
0.030559309,-0.27345142
0.030214999,0.09175975
0.00042082215,0.11719766
0.01051156,-0.00541806
-0.113743,-0.22756696
-0.13298957,0.20144057
0.10558825,0.5278643
-0.08257286,0.07546603
-0.07830926,-0.025506007
-0.041729875,0.063551255
0.16493009,0.060200743
-0.08407881,-0.29305473
-0.07472824,-0.56141543
0.121217996,-0.029048234
0.17402619,0.34817106
-0.08100169,0.76549655
-0.10564992,0.1105112
0.1834714,0.01915289
0.034294035,0.10960198
-0.016922452,0.017605178
-0.018028202,-0.3956966
-0.14779265,-0.82339877
-0.019504119,-0.17313367
0.1828616,0.10570506
-0.08077619,0.33576828
0.1811232,-0.13764542
0.09780329,0.08762082
-0.007683176,0.11992684
0.069407456,-0.044407554
-0.018313551,-0.07465029
0.09744344,-0.32707268
0.025072768,-0.03851306
0.10785798,0.11696233
-0.10104336,0.10703242
-0.16074862,-0.049760215
-0.18189426,0.0974598
0.03682601,-0.06437587
0.03965802,-0.17374074
0.08452868,-0.08942066
-0.19035637,-0.4262933
0.08459743,-0.27598897
0.14778504,0.1858705
-0.068855524,0.29094747
0.14987527,0.020949554
-0.10615574,0.2832397
0.14250392,0.26604193
0.019615617,0.035599936
0.18521118,-0.03151665
0.0366996,-0.26018772
-0.014188609,-0.1548194
0.031847104,0.11676476
-0.00010369711,0.15363924
0.0037099705,-0.062499397
-0.15355004,0.17796828
-0.06413384,0.10837653
-0.046075426,-0.04238023
-0.039534293,-0.05534128
-0.092268884,-0.23671468
0.17723504,-0.16658555
0.12428218,-0.46103936
0.14708742,-0.5626524
0.01741508,-0.040036216
-0.14528622,-0.11822989
-0.14521296,-0.06784726
-0.04680066,0.25575742
-0.023341073,0.119815364
0.095276445,0.4873219
0.1750332,0.41021806
0.19151515,-0.58437306
0.13834536,-0.585718
0.07762215,0.08499711
-0.09548535,-0.26813614
-0.18265964,-0.088386625
-0.072363354,0.43369943
0.13896754,-0.061133884
0.003644357,0.4857435
0.16301277,0.53584737
-0.1289802,-0.30127406
0.011656588,-0.21237373
0.025379708,0.21659026
-0.14055029,-0.24066013
0.18832175,-0.0071643456
0.12598974,0.3166484
-0.09107149,-0.22225346
0.041731823,0.20775536
0.12713555,0.27229762
0.10836307,0.13493833
-0.11551629,-0.014006125
-0.16887946,0.005722366
0.17498966,-0.33556664
0.09728223,-0.3103226
-0.16337617,0.03292003
-0.12335632,0.07656895
-0.03382859,0.4642053
-0.061675992,-0.0012836542
0.08134724,0.16769592
-0.07387866,-0.05171557
0.09372808,-0.055166874
-0.04283964,-0.48506036
0.1579976,-0.4431715
-0.00020597182,-0.07110229
-0.18533753,0.18008456
0.16048437,0.71259123
-0.1293183,0.03566712
-0.09477632,0.2525004
-0.11525023,0.14128281
-0.107558385,0.11537738
0.0052231224,-0.1966908
0.05103313,-0.21659522
-0.057447236,0.02079988
0.088172026,-0.09912303
0.027314622,0.15312383
0.03693762,-0.21373284
-0.04733305,-0.5921844
-0.09549898,-0.32286617
-0.14170995,0.5668334
-0.049045477,-0.6157776
0.031874795,0.44552326
0.104005106,0.91613406
0.113560125,-0.7298127
0.032003038,-0.16002148
0.09156368,0.49687994
-0.009580649,0.004988351
-4.6021327e-05,-0.5080675
-0.05827897,-0.27638412
-0.06935373,0.2916723
0.03831466,0.6750467
-0.06892455,0.27891177
-0.060845748,-0.08247489
-0.14642979,-0.19075945
-0.17331338,-0.19833314
0.12041102,0.6792736
0.06062819,-0.14813487
0.10265943,-0.58751285
0.13416378,0.65598935
-0.18276006,0.27187207
-0.16509776,-0.5812685
0.19037992,0.4888867
0.18719406,-0.15815614
-0.074404836,-0.60499907
-0.04462713,0.08681569
0.12100622,0.68137723
-0.08534222,0.2218849
0.044478603,0.040992208
0.17504857,-0.31018913
0.013336137,-0.19583237
0.14054528,0.22299409
-0.15308483,-0.3434289
-0.16488732,-0.36786357
-0.18672775,0.05274807
-0.16323237,1.0212588
0.14064683,0.55253845
-0.16133447,-0.14049184
-0.18418568,-0.48408055
-0.09012582,-0.12948333
-0.10817758,0.11963264
0.024979992,-0.56502146
0.083660446,-0.46806908
-0.124666505,-0.34608132
0.12606524,0.36824223
-0.16127317,0.13302323
-0.060366012,-0.17014244
0.04982302,-0.16643752
-0.13621521,0.09783953
0.12683825,0.16333552
-0.122984245,-0.08530578
0.15213077,-0.016640512
-0.15682612,-0.008343242
-0.16809943,0.0012328514
0.17413934,0.13702832
0.035809662,-0.07040047
0.12045408,-0.22131488
-0.12641992,0.29203242
-0.008336628,-0.05079457
-0.010073716,-0.12226698
0.1493265,0.15186517
-0.14255577,0.018498639
-0.1005889,-0.115263
0.11069894,0.018805824
0.17563292,-0.08182408
-0.012603627,-0.43986046
0.03931669,0.12505575
0.06669585,-0.024811553
-0.07930969,-0.26544744
0.10992589,0.06962465
-0.12201472,-0.0006651041
0.13204104,0.015728258
0.15764312,0.057847098
0.10079715,0.018533804
0.04365731,-0.06329779
0.026481535,0.33817074
0.16703756,0.0021378612
0.02313588,0.029209774
-0.17086937,0.19475654
0.049766857,0.044611707
-0.09430564,-0.061179575
-0.057277445,-0.0013672156
-0.1305891,-0.1297787
-0.13919282,-0.3115621
0.05435665,-0.14397693
-0.057340715,-0.027355628
0.123803936,-0.13120611
-0.0606136,-0.03628647
-0.0886143,0.16615741
0.06252984,-0.038585678
0.16791701,0.10806861
0.049810585,-0.07163409
0.030067345,-0.35064054
0.18733619,-0.12068239
0.0026523517,-0.0044426764
-0.19177034,-0.15570393
0.0013098184,0.000179405
0.18458962,0.15786864
0.17250007,0.06527516
-0.05623008,0.12052809
0.15605241,-0.022444528
0.132479,-0.17400107
-0.04821762,-0.031406753
0.012149286,0.024238147
0.12907858,-0.062438305
0.1367317,0.028522396
-0.15340732,-0.26971945
0.09862492,-0.28285575
0.10383088,0.044025943
-0.16285619,-0.19528715
0.100414015,-0.23125044
0.09191168,-0.03555876
0.09588069,-0.11859329
-0.13799573,0.022679588
-0.11120368,0.16142327
0.009448206,0.1405791
-0.14275739,0.17453304
0.1624694,0.2060926
-0.16202205,0.4273097
-0.14391617,0.41397274
0.007142276,0.17570104
0.06967953,0.018283792
-0.09287606,0.21976629
-0.047118478,0.016234577
0.093249075,0.097909346
0.053005006,-0.08278882
-0.14776304,0.026646199
0.07019196,0.01081284
0.10620984,-0.23789582
0.08715639,-0.23586944
0.16255623,-0.076279074
0.0077195615,-0.14730103
0.09977151,-0.16878755
0.033183925,-0.0430425
0.08024695,-0.23777097
0.105486505,-0.028935906
-0.041003995,0.043749105
0.18935043,-0.13982807
0.12713704,-0.07525972
0.063520424,0.14036545
0.11161746,0.10928136
0.17459916,0.14165322
0.041981086,-0.15114352
-0.16702168,-0.37057605
0.16353644,-0.16154493
-0.08953045,-0.12421823
0.13727908,-0.3423563
0.18462773,-0.2150989
0.12806796,-0.06253266
0.16387998,-0.13126181
-0.07222279,-0.07577727
0.009130829,0.14227153
-0.027216248,-0.049397342
0.1088844,0.09845341
0.17655519,0.16378173
-0.10623549,0.0032564327
-0.15171085,0.07467172
-0.1824256,0.15574925
-0.056467276,0.13288194
0.19193523,0.13193819
0.13277796,0.058774665
-0.08461659,-0.058326494
0.1741537,0.056553394
-0.0017768913,-0.057547387
0.061902266,0.08661685
0.0019435637,0.26775223
-0.16959676,-0.011258986
0.031060634,0.018039804
-0.16451554,0.06657738
-0.07086943,0.082856454
0.07926811,-0.09633433
0.015860885,0.043216996
0.07200507,-0.06276881
-0.13269603,0.0830951
0.017170843,0.27852285
-0.108538434,0.045831483
-0.092044584,0.0408214
0.01348636,0.043062348
0.09607836,0.2363259
0.058767356,-0.01860307
0.06830964,-0.11306731
0.0029107227,0.000717224
0.15241255,-0.23301704
-0.0080490755,-0.29449314
-0.13671856,-0.005305894
-0.06422003,-0.32474405
-0.07114065,-0.41746548
-0.06576808,0.24436168
-0.14579651,-0.13366987
-0.08380433,-0.019749772
-0.07035299,0.10297526
0.1222823,-0.40132836
0.012613881,-0.09361734
-0.12444472,0.031310674
0.06593331,0.2786309
0.019324668,0.04395167
-0.012128914,0.24306196
0.057804395,-0.27986953
-0.15265015,0.051274907
-0.04032939,-0.05109804
0.12811294,-0.6217942
-0.049943786,0.020848777
0.04063853,-0.037331887
0.1165269,0.38013062
-0.16773662,0.28299454
-0.08623911,0.17463763
0.15757796,-0.013624053
0.19190623,0.12617904
0.19107269,0.011458733
-0.15322773,-0.31068915
-0.18126021,0.044263814
0.11983697,-0.1458098
0.09068567,0.121001445
0.114798,-0.0415796
-0.055461597,-0.107200146
0.08710397,0.19767357
-0.06141927,0.27244484
-0.11328338,0.0060719354
0.15417072,0.18667218
-0.1198296,0.20502922
-0.09502723,-0.24939123
0.06844344,-0.49033836
-0.12106032,-0.03214548
0.17654894,0.032954704
0.0903306,0.51740533
0.109484605,0.54436904
0.17381094,0.036343403
-0.062125858,0.29969022
0.07266626,0.24087985
0.09981125,-0.49325907
0.09360059,-0.85867447
0.15005882,-0.29094103
0.038398396,-0.023561561
0.029538741,0.27807698
0.19172217,0.25571787
0.022992082,0.03533897
-0.15133204,0.23376696
0.18595058,0.09541213
-0.10740052,-0.22710942
0.0018311717,-0.45154032
0.07257552,-0.19539711
-0.037090987,0.031118074
0.09954856,-0.22094734
0.10484904,0.09139965
0.098545864,0.67728657
-0.006510458,-0.18673114
0.16807099,-0.34516516
-0.16173261,-0.20296746
0.13050695,-0.10756622
0.1535273,0.31011528
-0.09053586,0.29722914
0.14726745,-0.2860415
0.16623351,-0.090737
0.09534277,1.1392043
0.096430235,-0.2557439
-0.18689135,-0.6660741
0.10090142,-0.14194134
-0.080644414,-0.23279297
-0.021817368,0.20806283
-0.093155496,-0.017885666
-0.06631623,-0.06823804
0.07439343,0.11979533
0.119131185,0.49399564
-0.061976917,-0.114632495
-0.12797289,-0.25256047
0.040900502,-0.23151135
-0.18167062,-0.11804243
-0.14692178,0.17216665
0.10823659,-0.24938212
-0.061640613,-0.07176058
-0.07787185,0.06433974
0.044394363,-0.6670427
0.18278214,0.49196568
0.10130416,0.71265095
0.07647602,-0.27264932
0.11907984,-0.15665533
-0.0020750894,0.1652996
-0.057415735,-0.48580676
-0.123798475,-0.07145063
-0.012565497,0.22085801
0.046624377,-0.98657227
-0.12146722,0.7028983
0.093441926,1.0774843
-0.09470896,-0.5715719
-0.17957364,-0.21321175
-0.069093175,0.30857697
-0.11126315,-0.13433601
-0.10603126,-0.06104372
-0.17065886,-0.008969957
-0.066794954,-0.4963699
-0.18741043,0.4278436
-0.10926259,0.4580329
0.03693168,-0.17010053
0.11559516,-0.08774569
-0.07267385,0.061259873
-0.1409726,-0.5299143
-0.16769212,-0.0012016136
0.09558724,0.28410476
-0.101659276,-0.3620521
0.17495525,0.26510218
0.17056264,0.68677515
0.07142813,-0.1934623
-0.029670864,0.23253326
-0.17169096,0.5448053
-0.11537839,0.070383206
-0.16164477,0.031213978
-0.10726872,-0.010995908
0.14913656,-0.085160926
-0.013590263,-0.30715272
0.14443383,-0.09129725
-0.054941803,-0.11843546
-0.089979224,-0.4356951
0.123615034,-0.20851006
0.021996245,0.3821675
0.045835156,0.06817495
0.05682129,-0.34364524
0.08092304,0.43951297
-0.023349332,-0.050258707
-0.1555585,-0.36893433
0.0040319823,0.42983887
-0.0071422304,0.023319812
0.064523116,-0.3257161
0.11438893,0.2834365
0.06948225,-0.14528282
0.031520892,0.10305235
-0.108936176,-0.19276857
-0.022900177,0.34855142
-0.029135952,-0.14516051
-0.08952463,-0.24442989
-0.07738982,0.57677996
-0.12999909,-0.52982605
-0.14189771,0.06737812
0.06500359,-0.376669
0.13916233,-0.0041072215
0.0005465893,-0.39123955
0.12129309,0.49933282
-0.122849144,-0.1305285
-0.1352613,-0.21638237
0.079276025,0.9928844
0.11086375,-0.45664883
0.08408209,0.115050815
-0.14484358,-0.20265757
-0.10298837,0.079511374
0.18732108,-0.21360992
0.02401212,0.24926482
-0.16635816,-0.025543401
0.16878814,-0.21112019
-0.06890756,0.45404345
-0.12889743,-0.30802295
-0.09217166,0.017562205
-0.03224175,-0.30850077
-0.10050574,-0.19137247
0.03602713,-0.06888373
-0.100329705,-0.17342438
0.10696284,-0.06299248
0.16885927,-0.05548906
0.12582412,0.51198894
0.18510284,0.28002745
-0.03213475,-0.13614447
0.040200844,-0.6504223
-0.1249915,-0.44666487
0.16789578,-0.074952975
0.010175256,-0.21333303
-0.027696673,-0.09724355
0.010673943,0.15456574
0.041590456,0.9043544
0.109912835,0.59879035
-0.08947741,-0.19729424
-0.14031513,-0.52017736
0.16501465,-0.45883116
-0.0037505317,0.018312369
0.0673139,-0.076535895
0.009178708,-0.04971236
0.12627517,0.1595724
-0.10512384,0.6730024
0.10279533,0.4606487
-0.054038536,0.12918706
-0.1791828,-0.025433762
-0.031376544,0.1414718
0.18419819,-0.27708063
0.05059063,0.037827015
0.12305032,-0.2453426
0.012788652,-0.14154124
0.034902383,-0.28735384
0.10289373,-0.18636513
-0.17053668,-0.023892002
0.047272716,0.053350616
0.02444719,0.006191559
-0.109446034,-0.10304605
0.13989986,0.7107944
0.03470444,0.06325624
-0.12757044,-0.075972006
0.0009133605,0.15744594
0.11903414,-0.014274296
0.100867786,-0.055142302
0.06415352,-0.09155112
-0.045272484,-0.032370895
-0.0421704,-0.11006767
0.07042888,0.36555126
-0.1238171,-0.07349856
-0.10799882,0.027179433
-0.095044,0.07116414
0.17375852,0.013701286
0.015821356,0.07505708
0.184819,-0.43068364
-0.037109684,-0.38610914
-0.071202636,0.33109245
-0.17177454,0.06373763
-0.18267776,-0.16041633
0.1644624,0.17718817
-0.14920606,0.3453947
-0.17917617,-0.0044418317
-0.13222024,-0.13189583
-0.16062777,-0.7329119
0.12311467,-0.5647147
-0.12639295,0.38045606
0.09228752,0.10690772
0.021577809,-0.10736077
0.12678298,0.29930016
-0.0376142,0.5485222
0.07899673,0.16697381
-0.090633936,-0.10414119
0.08471441,-0.36465102
-0.13327707,-0.24801794
0.035797987,0.1683415
-0.041190855,0.13272238
0.007867444,0.014741441
-0.07886296,0.046320017
-0.054942492,0.283345
0.08290038,0.087372005
0.0341434,0.7735077
0.09672859,0.3656685
-0.10610057,-0.1955598
0.19170944,0.43997493
-0.02009354,0.16310664
-0.09795559,-0.23098977
-0.1314856,-0.17534342
0.09160408,-0.62629503
-0.13911922,-0.5576219
-0.1863753,0.073304676
0.009839686,-0.12973927
0.026522372,-0.33608544
-0.03156836,0.026574066
-0.14463703,0.26142037
-0.01713877,0.37217957
-0.1196285,-0.2944153
0.08385547,-0.24691118
-0.016550312,0.3921008
0.109666646,-0.5609935
-0.0848818,-0.45248428
-0.00892348,-0.24478702
0.059256017,-0.29642
0.0043810196,0.14996074
0.03607673,0.45314133
-0.020681242,-0.068944626
-0.15378974,0.21934322
0.015289726,0.7580054
-0.17053527,0.33542168
-0.056598272,0.3189694
-0.15556026,-0.3075821
0.075881965,0.514076
0.108002745,0.3242393
-0.07029329,-0.10558924
0.10488265,0.26089966
0.05428904,0.08120823
0.16958319,-0.33345178
0.059898183,-0.24990289
0.02789778,0.039728288
-0.17437768,0.15585531
-0.026646052,-0.31618634
-0.14238565,-0.36241424
-0.04211041,0.1346473
0.06839829,-0.1745383
0.030268727,-0.2402044
0.17709094,0.05443743
-0.083412215,-0.28206775
0.023953596,-0.05897963
0.1695585,-0.014108498
0.16426042,-0.13897063
0.13241865,-0.09088699
0.066906914,0.21146898
0.098052315,0.011036152
0.10482266,0.08048754
0.034642886,0.21162498
0.11749367,0.12976962
-0.18515906,0.30806786
-0.022257391,-0.29603294
0.14384691,-0.11687283
0.11478325,-0.59768337
-0.0495872,0.14764553
0.019248867,0.32483882
-0.060931068,-0.08967132
-0.09308045,0.2549878
-0.04960927,0.35956985
-0.17739783,0.64054227
0.084307864,-0.026035763
0.034698658,-0.37578988
-0.0650372,-0.9328002
0.026166061,0.30463168
-0.022073124,0.08341129
0.039348558,-0.41194025
-0.05895867,0.3219779
-0.06971637,0.09280193
-0.18738307,0.27066675
-0.1715676,-0.25040102
-0.18362795,-0.07077589
-0.15552211,-0.3768589
0.07557438,0.1609825
0.014415711,0.18101785
-0.1334744,-0.12018622
0.1114769,0.092705764
-0.16052064,0.3286864
0.06529917,0.46423298
0.15999478,0.35948157
-0.04543023,-0.20562944
0.05646902,-0.17411725
-0.069779895,0.1856877
0.13087013,-0.50298935
0.037334837,-0.36923438
0.13298911,-0.048487283
0.07296583,0.07975921
0.048037298,0.32995263
-0.10147097,0.23364256
0.028634856,-0.382314
-0.08054611,-0.23958978
-0.17680514,0.26696596
-0.10189099,-0.4227621
0.102963336,-0.13713664
